run,archetype,cluster_kmeans,local_self_sufficiency,import_intensity,transport_intensity,storage_large_share,SS_pipe,LL_pipe,meshed,n_pipelines,highP_share,total_demand_TWh,demand_level_ratio,unbalance_ratio,electricity_availability_small,electricity_availability_large,import_availability_ratio,electricity_price_avg,electricity_standard_dev,hydrogen_import_price,solar_availability,distance_Large_cluster1_to_Large_cluster2_km,distance_Small_cluster1_to_Small_cluster2_km,distance_from_large_cluster,cluster_final
parallel_run_2894,Archetype_4,2,0.0811524346216212,0.0959032827180543,0.2555575027325446,0.8333333333333334,1,0,1,3,0.0,5.875103409596851,7.908293010058282,2.390464514085502,54.80879767084504,951.9658153072828,0.3730351891050821,88.41266743681159,98.35668950325385,201.4163575543587,0.6395764243792184,813.0,348.9,232.5,2
parallel_run_2895,Archetype_4,2,0.0610339149461402,0.0415027916862618,0.3788451244904554,0.7694022919725442,1,0,1,3,0.0,9.89273547819015,5.915838497469448,4.894747269895554,35.37340681692577,1159.023486619083,0.501565989511877,72.72853972209614,37.63505720582668,179.0711115343357,0.7616663464940141,813.0,348.9,232.5,2
parallel_run_2896,Archetype_4,1,0.0007171135791181,0.0,0.1959227094509021,0.583777733982442,0,1,0,3,0.3333333333333333,14.08524419392078,16.31334378769262,2.308954015500626,40.52170066997526,1429.94499687827,0.4596363285181422,47.00410072502583,15.67060968778293,242.31607024993,1.191021807579522,813.0,348.9,232.5,1
parallel_run_2897,Archetype_4,2,0.2297744902003258,0.2245553329768305,0.2415514308968658,0.0,1,0,1,3,0.0,12.41392231723704,6.505360896541484,2.371739473104665,32.39759536864331,816.6382880545631,0.5170204646406725,23.22847379435524,49.02752712084806,184.9716219995724,1.138692518506339,813.0,348.9,232.5,2
parallel_run_2898,Archetype_4,2,0.0391491190959072,0.3963536363431532,0.1187329953794653,0.8333333333333334,1,0,1,3,0.0,11.20531214550689,17.28918987462175,2.41534597807669,62.25120319523698,1520.929737606235,0.5566745144953847,74.0786242796822,117.154618835779,125.2618930845108,1.040699628833873,813.0,348.9,232.5,2
parallel_run_2899,Archetype_4,9,0.0978291177974395,0.0137116631919173,0.4276914293283516,0.8333333333334257,0,0,1,3,0.6666666666666666,14.76040816329797,11.89711135068584,3.420702396064348,30.231907913922,1810.531238432742,0.1512092640839279,103.1976415956362,60.53852960346411,259.9151824744392,0.8372539290562797,813.0,348.9,232.5,9
parallel_run_2900,Archetype_4,3,0.1154494727537637,0.0173575946561944,0.0548518976064609,0.7769914745685165,0,0,0,2,0.0,7.125713809407731,15.76402470243221,2.203821019158463,30.66474775106086,1916.270048437812,0.5283635710427317,61.25580077898183,29.96136795184568,159.1614013752083,1.233712473598319,813.0,348.9,232.5,3
parallel_run_2901,Archetype_4,1,0.2647303354995163,0.1354471295583557,0.3238339960584084,0.9090909090909092,0,1,0,3,0.3333333333333333,8.679848728865139,17.93322578398463,2.012220077079774,83.75880309023228,1452.198189273966,0.1702477055167378,188.3270361277955,136.3991131874458,182.3163284478816,0.9737019697352638,813.0,348.9,232.5,1
parallel_run_2902,Archetype_4,2,0.3415735401192321,0.0202156937574373,0.2902292619157418,0.8333333333333334,1,1,1,4,0.25,10.55930465773863,9.95253445312245,2.521216447715092,45.35968846878346,1103.764527095477,0.4796032918726125,40.24829434892813,79.6642707844849,235.4042582741113,1.120275647130058,813.0,348.9,232.5,2
parallel_run_2903,Archetype_4,3,0.0001761074195265,8.198678479455307e-06,0.1631265908902878,0.8333333333333334,0,0,0,2,0.0,8.584062378535368,5.204947737148349,3.396878123134748,49.03717145112236,1633.945583329502,0.3831221102711273,55.84174480106363,55.43941616510568,267.3891249190509,1.103848703587101,813.0,348.9,232.5,3
parallel_run_2904,Archetype_4,1,1.0,0.0023998045399417,0.235770243709236,0.6599525604044237,0,1,0,3,0.3333333333333333,11.48324720641784,13.54496100580118,2.943629403674687,73.69619351630662,959.6890243777384,0.1556452540222857,26.07329355182583,17.9346609870809,270.2527552749784,1.24797609559057,813.0,348.9,232.5,1
parallel_run_2905,Archetype_4,2,0.0548485249143227,0.5394889856646027,0.0899971556037667,0.8333333333333613,1,0,1,3,0.0,8.239417824778362,19.86594006810631,2.185631748368638,84.78697422249212,1014.516711027553,0.5729610607824123,94.5537552962944,103.539963389083,112.696063975848,0.8568714170808833,813.0,348.9,232.5,2
parallel_run_2906,Archetype_4,2,0.0,0.0489740100797226,0.0943001549927576,0.8333333333333475,1,0,1,3,0.0,10.74739923464404,14.72531853706425,2.344142683785495,39.79251941170135,1382.725160889254,0.1302190494638491,44.96744153575168,45.57905328193963,117.6699208576838,0.5147064197244176,813.0,348.9,232.5,2
parallel_run_2908,Archetype_4,6,0.6265584499037815,0.2802290438692497,0.158659493011378,0.8333333333333334,0,1,0,3,0.3333333333333333,12.62912539162891,17.1844658696355,2.641849634690004,42.22256724024653,904.387351538265,0.3237095872395198,68.36904203871276,108.7516199458351,169.4200698119767,0.6476733781840518,813.0,348.9,232.5,6
parallel_run_2909,Archetype_4,7,3.1056667945794204e-05,0.0198436120921541,0.3484511726795791,0.0,0,1,0,3,0.3333333333333333,6.522201326382715,12.39939167303931,3.618708160073463,47.13963660315678,739.0878598442532,0.2748268178242084,80.41869864667342,47.40439371988354,195.7889275941752,0.5500432829432993,813.0,348.9,232.5,7
parallel_run_2910,Archetype_4,2,1.0,0.0369959674862427,0.2724181921303552,0.8333333333333334,1,1,1,3,0.3333333333333333,9.384437367855847,18.12707624626986,2.907152582017375,82.60031647176109,883.1361687269793,0.196669248894807,66.74094420558276,73.27740104246614,210.9777341720553,1.294178414837762,813.0,348.9,232.5,2
