run,archetype,_local_prod_ratio_raw,local_self_sufficiency,import_intensity,transport_intensity,storage_large_share,_any_storage,SS_pipe,LL_pipe,degree_small1,degree_small2,meshed,n_pipelines,highP_share,total_demand_TWh,demand_level_ratio,unbalance_ratio,electricity_availability_small,electricity_availability_large,import_availability_ratio,electricity_price_avg,electricity_standard_dev,hydrogen_import_price,solar_availability,distance_Large_cluster1_to_Large_cluster2_km,distance_Small_cluster1_to_Small_cluster2_km,distance_from_large_cluster
parallel_run_1549,Archetype_3,0.12199199685630169,0.12199199685630169,0.010581190615329516,0.2606258838518962,0.8333333333333334,1,0,1,1,1,0,3,0.3333333333333333,14.76040816329797,11.89711135068584,3.420702396064348,30.231907913922,1810.531238432742,0.1512092640839279,103.1976415956362,60.53852960346411,259.9151824744392,0.8372539290562797,734.6,503.0,445.15
parallel_run_1550,Archetype_3,0.35671893325386295,0.35671893325386295,0.01688078011419697,0.03984470831349333,0.8950775206560307,1,0,0,1,1,0,2,0.0,7.125713809407731,15.76402470243221,2.203821019158463,30.66474775106086,1916.270048437812,0.5283635710427317,61.25580077898183,29.96136795184568,159.1614013752083,1.233712473598319,734.6,503.0,445.15
parallel_run_1551,Archetype_3,0.29258227678769955,0.29258227678769955,0.14107721844113172,0.31139862297187304,0.9090909090909091,1,0,1,1,1,0,3,0.3333333333333333,8.679848728865139,17.93322578398463,2.012220077079774,83.75880309023228,1452.198189273966,0.1702477055167378,188.3270361277955,136.3991131874458,182.3163284478816,0.9737019697352638,734.6,503.0,445.15
parallel_run_1552,Archetype_3,0.4720254538831576,0.4720254538831576,0.01451307411726244,0.26039224830768193,0.8333333333333334,1,0,1,1,1,0,3,0.3333333333333333,10.55930465773863,9.95253445312245,2.521216447715092,45.35968846878346,1103.764527095477,0.4796032918726125,40.24829434892813,79.6642707844849,235.4042582741113,1.120275647130058,734.6,503.0,445.15
parallel_run_1553,Archetype_3,0.07730993922586446,0.07730993922586446,0.0006946764348139372,0.1481855098865782,0.8333333333333334,1,0,0,1,1,0,2,0.0,8.584062378535368,5.204947737148349,3.396878123134748,49.03717145112236,1633.945583329502,0.3831221102711273,55.84174480106363,55.43941616510568,267.3891249190509,1.103848703587101,734.6,503.0,445.15
parallel_run_1554,Archetype_3,1.0378919479529034,1.0,0.001936948446007121,0.23040719642394344,0.6021909866569846,1,0,1,1,1,0,3,0.3333333333333333,11.48324720641784,13.54496100580118,2.943629403674687,73.69619351630662,959.6890243777383,0.1556452540222857,26.07329355182583,17.9346609870809,270.2527552749784,1.24797609559057,734.6,503.0,445.15
parallel_run_1555,Archetype_3,0.15622425152664696,0.15622425152664696,0.5250924100557157,0.053552848579689345,0.8798604872037705,1,0,1,1,1,0,3,0.0,8.239417824778362,19.86594006810631,2.185631748368638,84.78697422249212,1014.516711027553,0.5729610607824123,94.5537552962944,103.539963389083,112.696063975848,0.8568714170808833,734.6,503.0,445.15
parallel_run_1556,Archetype_3,0.0,0.0,0.04495216510977391,0.06305829644890008,0.8333333333332957,1,0,0,1,1,0,2,0.0,10.74739923464404,14.72531853706425,2.344142683785495,39.79251941170135,1382.725160889254,0.1302190494638491,44.96744153575168,45.57905328193963,117.6699208576838,0.5147064197244176,734.6,503.0,445.15
parallel_run_1558,Archetype_3,0.6181474948782543,0.6181474948782543,0.2891321084799159,0.15958596306918538,0.8333333333333334,1,0,1,1,1,0,3,0.3333333333333333,12.62912539162891,17.1844658696355,2.641849634690004,42.22256724024653,904.387351538265,0.3237095872395198,68.36904203871276,108.7516199458351,169.4200698119767,0.6476733781840518,734.6,503.0,445.15
parallel_run_1559,Archetype_3,8.333122693482645e-05,8.333122693482645e-05,0.0339263206666929,0.20623758391989994,0.8333333333333334,1,0,1,1,1,0,3,0.0,6.522201326382715,12.39939167303931,3.618708160073463,47.13963660315678,739.0878598442532,0.2748268178242084,80.41869864667342,47.40439371988354,195.7889275941752,0.5500432829432993,734.6,503.0,445.15
parallel_run_1560,Archetype_3,1.6210871779146845,1.0,0.029692047223288137,0.2562654366080397,0.8333333333333334,1,0,1,1,1,0,3,0.3333333333333333,9.384437367855849,18.12707624626986,2.907152582017375,82.60031647176109,883.1361687269793,0.196669248894807,66.74094420558276,73.27740104246614,210.9777341720553,1.294178414837762,734.6,503.0,445.15
parallel_run_1561,Archetype_3,0.4074434893826328,0.4074434893826328,0.534196647765847,0.03139614564899667,0.8985838137269968,1,0,0,1,1,0,2,0.0,14.37657933613404,18.84410004062273,2.669185145620158,35.03786974557758,1927.503758948734,0.53662187709572,185.9380919407641,28.71237259798763,240.7907661092698,1.211179443278551,734.6,503.0,445.15
parallel_run_1562,Archetype_3,0.0008121248001733971,0.0008121248001733971,0.011029327357708556,0.27596013182033136,0.8333333333333559,1,0,1,1,1,0,3,0.3333333333333333,12.88294506062676,16.47370199557806,3.916427027915539,33.29873756204726,1553.403975838957,0.1037951584613293,35.14190572583635,68.48407504836385,165.2840596040335,1.272212627733274,734.6,503.0,445.15
parallel_run_1563,Archetype_3,0.22493537899061564,0.22493537899061564,0.4369628501199736,0.03785292202399666,0.8427213409902753,1,0,0,1,1,0,2,0.0,13.71417304507693,19.94297232922278,3.190463394584546,39.35568050526847,1306.802190395147,0.4398896859558368,173.4756545582791,57.55417542909995,217.6461551705664,0.6040099969531483,734.6,503.0,445.15
parallel_run_1564,Archetype_3,0.7660890900670437,0.7660890900670437,0.24619189806655667,0.1184409711203854,0.0,1,0,1,2,2,1,5,0.0,10.0542437922061,9.528088422324279,2.7551726834745,63.83059444783521,602.6095239046633,0.5655852937121579,52.9250694322663,12.91258574592992,212.3338287792068,0.8863857524748795,734.6,503.0,445.15
