ghi;dni;dhi;temp_air;ws10
0.0;0.0;0.0;-11.58;2.48
0.0;0.0;0.0;-11.49;2.48
0.0;0.0;0.0;-11.08;2.55
0.0;0.0;0.0;-10.34;2.48
0.0;0.0;0.0;-9.55;2.34
0.0;0.0;0.0;-9.02;2.21
0.0;0.0;0.0;-8.82;2.0
18.0;32.36;15.0;-7.68;1.79
55.0;4.76;54.0;-6.14;1.52
68.0;0.0;68.0;-4.2;1.24
70.0;0.0;70.0;-2.66;1.03
97.0;0.0;97.0;-1.55;0.9
88.0;0.0;88.0;-1.29;0.62
49.0;0.0;49.0;-1.33;0.97
37.0;0.0;37.0;-1.78;1.45
3.0;0.0;3.0;-3.18;2.0
0.0;0.0;0.0;-3.95;1.72
0.0;0.0;0.0;-4.33;1.38
0.0;0.0;0.0;-4.44;1.17
0.0;0.0;0.0;-3.52;0.69
0.0;0.0;0.0;-3.63;0.55
0.0;0.0;0.0;-4.0;0.34
0.0;0.0;0.0;-4.36;0.14
0.0;0.0;0.0;-4.66;0.28
0.0;0.0;0.0;-4.57;0.41
0.0;0.0;0.0;-4.49;0.83
0.0;0.0;0.0;-5.8;1.31
0.0;0.0;0.0;-6.44;1.66
0.0;0.0;0.0;-6.49;1.79
0.0;0.0;0.0;-6.51;1.86
0.0;0.0;0.0;-6.64;2.07
15.0;10.44;14.0;-6.01;2.07
51.0;0.0;51.0;-5.83;2.48
46.0;0.0;46.0;-5.61;2.48
52.0;0.0;52.0;-5.44;2.28
104.0;0.0;104.0;-5.19;2.41
55.0;0.0;55.0;-4.97;2.55
49.0;0.0;49.0;-4.57;2.76
22.0;0.0;22.0;-4.28;2.14
4.0;0.0;4.0;-4.28;1.38
0.0;0.0;0.0;-4.66;1.31
0.0;0.0;0.0;-4.86;1.52
0.0;0.0;0.0;-4.67;1.86
0.0;0.0;0.0;-5.31;1.31
0.0;0.0;0.0;-5.0;2.48
0.0;0.0;0.0;-4.72;3.38
0.0;0.0;0.0;-4.4;4.0
0.0;0.0;0.0;-4.26;4.34
0.0;0.0;0.0;-4.26;4.76
0.0;0.0;0.0;-4.57;5.1
0.0;0.0;0.0;-4.83;5.38
0.0;0.0;0.0;-5.17;5.66
0.0;0.0;0.0;-5.54;5.86
0.0;0.0;0.0;-5.92;6.07
0.0;0.0;0.0;-6.3;6.14
6.0;0.0;6.0;-7.15;6.21
24.0;0.0;24.0;-7.26;6.55
40.0;0.0;40.0;-7.25;6.34
81.0;0.0;81.0;-7.01;6.55
67.0;0.0;67.0;-6.8;6.41
33.0;0.0;33.0;-6.43;6.34
28.0;0.0;28.0;-6.09;6.21
41.0;0.0;41.0;-5.78;6.76
3.0;0.0;3.0;-5.71;6.41
0.0;0.0;0.0;-5.75;6.28
0.0;0.0;0.0;-5.89;6.21
0.0;0.0;0.0;-6.0;6.0
0.0;0.0;0.0;-6.16;6.41
0.0;0.0;0.0;-6.21;6.07
0.0;0.0;0.0;-6.37;5.66
0.0;0.0;0.0;-6.5;5.31
0.0;0.0;0.0;-6.58;4.97
0.0;0.0;0.0;-6.7;4.83
0.0;0.0;0.0;-6.76;4.69
0.0;0.0;0.0;-6.88;4.62
0.0;0.0;0.0;-7.04;4.62
0.0;0.0;0.0;-7.18;4.55
0.0;0.0;0.0;-7.34;4.48
0.0;0.0;0.0;-7.53;4.48
30.0;97.89;20.0;-8.5;4.14
60.0;4.54;59.0;-8.5;4.34
92.0;3.26;91.0;-8.39;4.69
105.0;0.0;105.0;-8.17;4.62
87.0;0.0;87.0;-8.06;3.79
122.0;3.02;121.0;-7.92;3.86
51.0;0.0;51.0;-7.79;4.55
31.0;0.0;31.0;-7.92;4.41
8.0;0.0;8.0;-8.16;4.14
0.0;0.0;0.0;-8.4;3.79
0.0;0.0;0.0;-8.52;3.66
0.0;0.0;0.0;-8.62;3.66
0.0;0.0;0.0;-8.86;3.59
0.0;0.0;0.0;-9.18;3.17
0.0;0.0;0.0;-9.64;2.76
0.0;0.0;0.0;-10.38;2.9
0.0;0.0;0.0;-10.53;3.03
0.0;0.0;0.0;-10.7;2.97
0.0;0.0;0.0;-10.67;2.83
0.0;0.0;0.0;-11.04;2.9
0.0;0.0;0.0;-11.52;2.97
0.0;0.0;0.0;-11.31;2.97
0.0;0.0;0.0;-11.22;2.9
0.0;0.0;0.0;-11.09;2.69
35.0;142.15;20.0;-10.7;2.28
80.0;22.33;75.0;-10.3;2.0
170.0;102.99;138.0;-9.42;1.79
225.0;141.67;174.0;-8.24;1.66
243.0;154.71;186.0;-7.55;1.52
215.0;128.19;172.0;-7.25;1.31
170.0;121.56;138.0;-6.73;1.03
115.0;184.95;86.0;-6.19;0.62
11.0;0.0;11.0;-7.13;0.28
0.0;0.0;0.0;-8.25;0.21
0.0;0.0;0.0;-9.23;0.21
0.0;0.0;0.0;-10.15;0.14
0.0;0.0;0.0;-10.12;0.48
0.0;0.0;0.0;-10.89;1.1
0.0;0.0;0.0;-14.66;1.52
0.0;0.0;0.0;-18.59;1.17
0.0;0.0;0.0;-20.73;0.76
0.0;0.0;0.0;-21.54;0.69
0.0;0.0;0.0;-21.7;0.69
0.0;0.0;0.0;-21.35;0.83
0.0;0.0;0.0;-20.08;0.97
0.0;0.0;0.0;-19.46;1.03
0.0;0.0;0.0;-18.74;0.9
0.0;0.0;0.0;-18.46;0.76
16.0;0.0;16.0;-17.94;0.41
70.0;8.79;68.0;-15.94;0.41
