ghi;dni;dhi;temp_air;ws10
245.0;802.15;41.0;9.27;3.38
100.0;533.61;31.0;8.21;3.17
0.0;0.0;0.0;6.1;2.97
0.0;0.0;0.0;4.2;2.83
0.0;0.0;0.0;2.99;2.55
0.0;0.0;0.0;2.3;2.48
0.0;0.0;0.0;0.95;2.41
0.0;0.0;0.0;-0.15;2.48
0.0;0.0;0.0;-0.84;2.41
0.0;0.0;0.0;-1.51;2.07
0.0;0.0;0.0;-1.47;1.66
0.0;0.0;0.0;-2.22;1.93
0.0;0.0;0.0;-2.58;2.0
0.0;0.0;0.0;-2.95;2.07
0.0;0.0;0.0;-3.04;2.14
0.0;0.0;0.0;-3.16;1.86
0.0;0.0;0.0;-2.8;1.45
0.0;0.0;0.0;-0.4;0.76
39.0;0.0;39.0;0.44;0.48
265.0;730.93;58.0;2.11;0.41
360.0;810.02;65.0;5.39;0.62
397.0;781.05;82.0;7.41;0.97
384.0;731.38;93.0;8.8;1.59
342.0;806.8;61.0;9.45;1.86
229.0;639.75;64.0;9.39;1.66
100.0;496.59;34.0;8.5;1.59
0.0;0.0;0.0;6.66;2.14
0.0;0.0;0.0;4.37;2.28
0.0;0.0;0.0;3.05;2.14
0.0;0.0;0.0;1.59;2.0
0.0;0.0;0.0;0.74;2.07
0.0;0.0;0.0;0.28;1.86
0.0;0.0;0.0;-0.38;1.86
0.0;0.0;0.0;-0.74;1.79
0.0;0.0;0.0;-1.29;1.86
0.0;0.0;0.0;-1.55;1.79
0.0;0.0;0.0;-1.85;1.79
0.0;0.0;0.0;-2.08;1.72
0.0;0.0;0.0;-2.07;1.79
0.0;0.0;0.0;-2.25;1.86
0.0;0.0;0.0;-2.13;1.93
0.0;0.0;0.0;-2.07;1.66
124.0;392.55;58.0;-0.82;1.52
268.0;734.78;58.0;3.35;1.79
364.0;811.76;66.0;6.38;2.28
403.0;799.5;78.0;8.44;2.55
395.0;779.94;82.0;9.89;2.69
339.0;761.62;71.0;10.73;2.41
198.0;363.17;103.0;11.15;2.0
103.0;497.91;35.0;10.56;1.86
0.0;0.0;0.0;8.51;2.21
0.0;0.0;0.0;5.5;1.93
0.0;0.0;0.0;3.39;1.59
0.0;0.0;0.0;2.26;1.93
0.0;0.0;0.0;1.7;1.66
0.0;0.0;0.0;0.96;1.66
0.0;0.0;0.0;0.66;1.72
0.0;0.0;0.0;0.1;1.66
0.0;0.0;0.0;0.18;1.45
0.0;0.0;0.0;-0.51;1.45
0.0;0.0;0.0;-0.48;1.31
0.0;0.0;0.0;-0.66;1.31
0.0;0.0;0.0;-2.38;1.66
0.0;0.0;0.0;-2.62;1.52
0.0;0.0;0.0;-1.94;1.1
0.0;0.0;0.0;-2.67;1.52
122.0;346.02;63.0;-1.03;0.9
235.0;443.66;107.0;1.13;0.69
342.0;634.92;107.0;3.6;0.55
323.0;344.07;182.0;5.36;0.76
367.0;575.55;134.0;6.59;1.1
366.0;897.19;47.0;7.36;1.66
193.0;305.28;112.0;7.6;1.86
60.0;49.89;53.0;7.06;1.72
0.0;0.0;0.0;5.95;1.52
0.0;0.0;0.0;4.2;1.24
0.0;0.0;0.0;3.16;1.38
0.0;0.0;0.0;2.02;1.79
0.0;0.0;0.0;1.66;1.79
0.0;0.0;0.0;1.27;1.79
0.0;0.0;0.0;0.87;1.79
0.0;0.0;0.0;1.15;2.28
0.0;0.0;0.0;1.46;2.07
0.0;0.0;0.0;1.1;2.07
0.0;0.0;0.0;1.12;2.14
0.0;0.0;0.0;0.7;2.0
0.0;0.0;0.0;-0.03;2.0
0.0;0.0;0.0;-0.53;2.21
0.0;0.0;0.0;-1.07;2.14
0.0;0.0;0.0;-0.89;2.62
141.0;572.27;42.0;0.21;2.83
273.0;741.45;57.0;2.26;3.1
368.0;806.43;67.0;4.78;3.17
410.0;808.33;76.0;7.47;3.31
400.0;773.67;84.0;9.56;3.66
349.0;782.05;68.0;10.65;3.79
244.0;691.07;58.0;11.1;3.38
111.0;527.41;35.0;10.48;2.76
0.0;0.0;0.0;8.48;2.69
0.0;0.0;0.0;6.29;2.62
0.0;0.0;0.0;4.6;2.41
0.0;0.0;0.0;4.65;2.62
0.0;0.0;0.0;4.22;2.55
0.0;0.0;0.0;4.16;2.21
0.0;0.0;0.0;3.37;2.21
0.0;0.0;0.0;3.07;2.34
0.0;0.0;0.0;2.56;2.48
0.0;0.0;0.0;2.5;2.55
0.0;0.0;0.0;2.95;2.55
0.0;0.0;0.0;3.15;2.48
0.0;0.0;0.0;3.73;2.34
0.0;0.0;0.0;3.73;2.0
0.0;0.0;0.0;2.95;2.0
3.0;0.0;3.0;2.31;1.86
145.0;592.28;41.0;2.63;1.59
275.0;740.89;57.0;5.22;0.69
370.0;810.15;65.0;7.58;0.62
371.0;561.57;137.0;8.45;0.55
359.0;524.09;143.0;8.99;0.97
336.0;680.17;89.0;9.28;0.62
245.0;673.91;61.0;9.03;0.69
115.0;540.7;35.0;8.78;0.69
0.0;0.0;0.0;7.62;1.24
0.0;0.0;0.0;6.08;1.03
0.0;0.0;0.0;4.45;1.45
0.0;0.0;0.0;3.83;1.38
0.0;0.0;0.0;3.08;1.45
0.0;0.0;0.0;2.7;1.31
0.0;0.0;0.0;1.84;1.31
0.0;0.0;0.0;0.4;1.59
0.0;0.0;0.0;-0.09;1.52
0.0;0.0;0.0;-0.04;1.38
0.0;0.0;0.0;-0.33;1.38
0.0;0.0;0.0;-0.6;1.38
0.0;0.0;0.0;-1.35;1.45
0.0;0.0;0.0;-1.92;1.66
0.0;0.0;0.0;-2.11;1.79
5.0;0.0;5.0;-2.15;1.38
149.0;605.73;41.0;-0.56;0.83
281.0;750.17;58.0;2.71;0.55
